query,positive,label
friend,christian,-1
friend,confidant,-1
head,administrator,-1
head,secretary,-1
head,leader,-1
administrator,head,-1
administrator,fiduciary,-1
doctor of the church,theologian,-1
military officer,serviceman,-1
military officer,commissioned officer,-1
peer,associate,-1
peer,person,-1
associate,peer,-1
associate,member,-1
associate,ally,-1
service,writer,-1
scientist,psychologist,-1
scientist,research worker,-1
scientist,person,-1
psychologist,scientist,-1
psychologist,health care provider,-1
specialist,expert,-1
specialist,doctor,-1
principal,criminal,-1
principal,wrongdoer,-1
criminal,principal,-1
criminal,violator,-1
intellectual,person,-1
intellectual,scholar,-1
builder,contractor,-1
kinswoman,female sibling,-1
kinswoman,relative,-1
religious,monk,-1
religious,nun,-1
religious,religious person,-1
monk,religious,-1
monk,brother,-1
unfortunate,sick person,-1
unfortunate,person,-1
doctor,specialist,-1
doctor,scholar,-1
doctor,medical practitioner,-1
doctor,surgeon,-1
doctor,health care provider,-1
domestic partner,person,-1
domestic partner,spouse,-1
female offspring,daughter,-1
female offspring,child,-1
female offspring,female,-1
daughter,female offspring,-1
secretary,head,-1
secretary,assistant,-1
kinsman,relative,-1
kinsman,male sibling,-1
case,person,-1
case,patient,-1
general officer,general,-1
general officer,commissioned military officer,-1
general,general officer,-1
general,grant,-1
baby,girl,-1
athlete,tennis player,-1
athlete,contestant,-1
performer,actor,-1
performer,entertainer,-1
actor,performer,-1
actor,grant,-1
official,skilled worker,-1
official,judge,-1
kin,relative,-1
trustee,fiduciary,-1
personal representative,representative,-1
personal representative,family member,-1
personal representative,caregiver,-1
personal representative,mobile application,-1
personal representative,researcher,-1
enrollee,person,-1
acquaintance,person,-1
buddy,friend,-1
progenitor,genitor,-1
progenitor,ancestor,-1
good person,person,-1
good person,benefactor,-1
leader,head,-1
leader,employer,-1
leader,person,-1
ally,associate,-1
juvenile,child,-1
juvenile,person,-1
nun,sister,-1
nun,religious,-1
commissioned officer,military officer,-1
commissioned officer,commissioned military officer,-1
commissioned military officer,general officer,-1
commissioned military officer,commissioned officer,-1
religious person,person,-1
religious person,christian,-1
religious person,religious,-1
research worker,scientist,-1
spokesperson,advocate,-1
christian,religious person,-1
christian,friend,-1
ancestor,progenitor,-1
ancestor,relative,-1
practitioner,professional,-1
practitioner,provider,-1
male sibling,brother,-1
male sibling,kinsman,-1
recipient,dependant,-1
recipient,acquirer,-1
dependant,recipient,-1
dependant,charge,-1
subcontractor,contractor,-1
subcontractor,business associate,-1
charge,dependant,-1
dentist,medical practitioner,-1
dentist,health care provider,-1
dentist,provider,-1
employer,leader,-1
surgeon,doctor,-1
accountant,businessperson,-1
cover entity,health plan,-1
cover entity,health care provider,-1
cover entity,health care clearinghouses,-1
health plan,cover entity,-1
health plan,health insurance company,-1
health plan,hmo,-1
health plan,company health plan,-1
health plan,certain government program,-1
health plan,various type insurer,-1
health plan,dental insurance,-1
health plan,vision insurance,-1
health plan,prescription drug insurer,-1
health plan,medicare,-1
health plan,medicaid,-1
health plan,,-1
health plan,medicare supplement insurer,-1
health plan,care insurer,-1
health plan,group health plan,-1
health plan,health plan,-1
health care provider,cover entity,-1
health care provider,doctor,-1
health care provider,clinic,-1
health care provider,hospital,-1
health care provider,psychologist,-1
health care provider,chiropractor,-1
health care provider,nurse home,-1
health care provider,pharmacy,-1
health care provider,dentist,-1
health care provider,institutional provider,-1
health care provider,provider,-1
health care provider,person organization furnish bill pay health care,-1
health care clearinghouses,cover entity,-1
health insurance company,health plan,-1
hmo,health plan,-1
company health plan,health plan,-1
certain government program,health plan,-1
clinic,health care provider,-1
hospital,health care provider,-1
hospital,institutional provider,-1
nurse home,health care provider,-1
pharmacy,health care provider,-1
business associate,contractor,-1
business associate,subcontractor,-1
various type insurer,health plan,-1
court order,order administrative tribunal,-1
order administrative tribunal,court order,-1
notice,health privacy right,-1
notice,may use share health information,-1
notice,certain element,-1
notice,point contact information,-1
health privacy right,notice,-1
may use share health information,notice,-1
family member,personal representative,-1
mobile application,personal representative,-1
researcher,personal representative,-1
dental insurance,health plan,-1
vision insurance,health plan,-1
prescription drug insurer,health plan,-1
medicare,health plan,-1
medicaid,health plan,-1
,health plan,-1
medicare supplement insurer,health plan,-1
care insurer,health plan,-1
group health plan,health plan,-1
certain insurance entity,worker compensation,-1
certain insurance entity,automobile insurance,-1
certain insurance entity,property casualty insurance,-1
worker compensation,certain insurance entity,-1
automobile insurance,certain insurance entity,-1
property casualty insurance,certain insurance entity,-1
institutional provider,health care provider,-1
institutional provider,hospital,-1
physician,provider,-1
person organization furnish bill pay health care,health care provider,-1
health care clearinghouse,bill service,-1
health care clearinghouse,repricing company,-1
health care clearinghouse,community health management information system,-1
health care clearinghouse,network switch perform clearinghouse function,-1
bill service,health care clearinghouse,-1
repricing company,health care clearinghouse,-1
community health management information system,health care clearinghouse,-1
network switch perform clearinghouse function,health care clearinghouse,-1
common identifier,name,-1
common identifier,address,-1
common identifier,birth date,-1
common identifier,social security number,-1
address,common identifier,-1
birth date,common identifier,-1
social security number,common identifier,-1
health care operation,quality assessment improvement activity,-1
health care operation,conduct medical review,-1
health care operation,business plan,-1
health care operation,protect health information,-1
quality assessment improvement activity,health care operation,-1
conduct medical review,health care operation,-1
business plan,health care operation,-1
protect health information,health care operation,-1
certain element,notice,-1
point contact information,notice,-1
workforce member,employee,-1
workforce member,volunteer,-1
workforce member,trainee,-1
workforce member,person whose conduct direct control entity,-1
person whose conduct direct control entity,workforce member,-1
privacy rule,provision,-1
provision,privacy rule,-1
